eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
3,0.55,0.3,0.15,1,0.20188490311471227,0.8636363636363636,0.001933231534819667,0.8654281518132884,0.4545454545454545,0.17892573757783917,0.3242845541816232
3,0.55,0.3,0.15,2,0.1891005253885821,0.8181818181818182,0.00278487422265168,1.1931603762194851,0.5454545454545454,0.01114713365997198,0.28846621703399994
3,0.6,0.25,0.15,0,0.1934281806240716,0.8181818181818182,0.001789649873322985,1.2156498427332456,0.3636363636363636,0.04869103305339198,0.2522518774239463
3,0.6,0.25,0.15,1,0.16443848277082337,0.8636363636363636,0.002114788682005937,1.171644770309901,0.5454545454545454,0.17616743924790637,0.4050906375904811
3,0.6,0.25,0.15,2,0.17107186504492813,0.8636363636363636,0.0026684018986163,0.9988861865949903,0.3636363636363636,0.10136483675271783,0.3097370144089814
3,0.65,0.2,0.15,0,0.19234327015565023,0.9545454545454546,0.0030145392979729277,1.0452290098853807,0.3636363636363636,0.027942387934545714,0.28518299820338155
3,0.65,0.2,0.15,1,0.1670456492996222,0.8636363636363636,0.0017822985136012584,1.2878843137284193,0.5454545454545454,0.13892700522588433,0.36617374218519183
3,0.65,0.2,0.15,2,0.1623186808495431,0.8636363636363636,0.0013468632153029495,3.9489121587267046,0.5454545454545454,0.10467212215792443,0.39991721372804184
3,0.7,0.15,0.15,0,0.1496515766497384,0.8181818181818182,0.0032524077687287557,2.9121705441480823,0.5454545454545454,0.033655054001211146,0.34981196316134244
3,0.7,0.15,0.15,1,0.15394798016971778,0.8636363636363636,0.004024445509074524,2.9864643420451595,0.5454545454545454,0.11863264358422743,0.3610143153675427
3,0.7,0.15,0.15,2,0.1543681340435057,0.8636363636363636,0.0011545043105193268,2.8155214256181726,0.5454545454545454,0.06797447088372355,0.33761469012357936
3,0.75,0.1,0.15,0,0.1470387094450362,0.8181818181818182,0.001605062260095792,3.1293925758516994,0.5454545454545454,0.04523137592764566,0.38454194697105415
3,0.75,0.1,0.15,1,0.1224439002611177,0.7727272727272727,0.0029054745566205816,5.816565513851234,0.5454545454545454,0.13607078891352392,0.42959694847983904
3,0.75,0.1,0.15,2,0.1277051645319257,0.7272727272727273,0.0011459692426363294,2.753197709825779,0.5454545454545454,0.06042915590023329,0.3746145360403086
3,0.8,0.05,0.15,0,0.04722374144693142,0.8181818181818182,0.019201652241172193,9.89461192977446,0.6363636363636362,0.6106628030915514,0.5675960137035317
3,0.8,0.05,0.15,1,0.06927130669103794,0.6363636363636364,0.008683318688286944,6.292839452902052,0.6363636363636362,0.36295089041792156,0.5162707433849154
3,0.8,0.05,0.15,2,0.060874183644630084,0.8181818181818182,0.01178582041322303,6.133628904271914,0.5454545454545454,0.46603136643015214,0.5206779153223217
