version,eps,exper,nodes,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
original,0.5,8,12008,117914,0.03606837405338141,0.3333333333333333,0.03042071501086064,15.197971461929754,0.6153846153846153,0.9289991239595851,0.5919583808208364
improved,0.5,8,12008,16575,0.4134417986524498,0.3333333333333333,0.031607841656041614,2.2581705251071305,0.15384615384615383,0.5484223749708926,0.2982890473147249
original,0.5,9,12008,118518,0.038271828145314046,0.24166666666666667,0.03076199293244468,12.293934942723766,0.6153846153846153,0.9441114459950379,0.6026252726784191
improved,0.5,9,12008,15316,0.4075825858684713,0.24166666666666667,0.03192302392728618,2.771642158339106,0.23076923076923073,0.5660490850514892,0.3463740277411141
original,0.5,10,12008,118529,0.037774348022969764,0.21666666666666667,0.03292254035752081,15.933547293452792,0.6153846153846153,0.9570889532966392,0.6145145915573365
improved,0.5,10,12008,14030,0.40322144597695764,0.20833333333333334,0.032980301591545115,3.1264181118781975,0.15384615384615383,0.599625776165349,0.38731336056069404
original,0.5,11,12008,118261,0.038465683511437435,0.15,0.031768136687442286,12.5996647633329,0.6153846153846153,0.9619133455382591,0.620297235601371
improved,0.5,11,12008,13542,0.4028048224036273,0.15,0.03454435346870832,3.0256290000361155,0.3846153846153846,0.6094347547470392,0.38793600521531524
original,0.5,12,12008,119098,0.03639676863615376,0.25,0.03274911965094488,8.504880569676713,0.5384615384615384,0.9439985598250414,0.5931228719066302
improved,0.5,12,12008,16836,0.4127941867877855,0.25,0.033358936089366166,2.6551207137653283,0.07692307692307691,0.5970152499364725,0.33986445226374545
original,0.5,13,12008,117711,0.037818048422314586,0.11666666666666667,0.014520916815182918,16.190121480044333,0.6153846153846153,0.963895906148548,0.6189076642839715
improved,0.5,13,12008,12750,0.4050978057738415,0.06666666666666667,0.046591525148439214,3.094476754573959,0.3846153846153846,0.6100391821158176,0.40023944186138755
original,0.5,14,12008,117706,0.037952364890415986,0.2,0.031602984793806924,12.582346700028394,0.6153846153846153,0.9560472274803754,0.6096753776609934
improved,0.5,14,12008,14284,0.40843514660321445,0.2,0.034334021804973615,2.8183421099931545,0.15384615384615383,0.6006204411854318,0.374950917882725
original,0.5,15,12008,116755,0.033837011399140395,0.2,0.03360537695025144,8.19673387456135,0.6153846153846153,0.9550000450273223,0.6096428248582598
improved,0.5,15,12008,14025,0.4118365526182553,0.2,0.033880739925322194,2.8029645450485594,0.23076923076923073,0.5844231882147466,0.3436405394877495
original,0.5,16,12008,118267,0.040431640880315256,0.175,0.029619789664710846,12.818227671149721,0.6153846153846153,0.9627758188833185,0.6203394605362335
improved,0.5,16,12008,13581,0.4033412674609718,0.15,0.03426775134222592,3.0060402231655203,0.15384615384615383,0.6299538545830287,0.38865355483533953
original,0.5,17,12008,117481,0.03828183353972762,0.24166666666666667,0.033732666816299266,17.598286232392223,0.6153846153846153,0.9534993534622056,0.6122656368714071
improved,0.5,17,12008,13926,0.40482499933784105,0.24166666666666667,0.0346702157588509,2.948331354212467,0.15384615384615383,0.6033072734347646,0.36522847182445706
original,0.5,18,12008,118363,0.03705653797588962,0.19166666666666668,0.027253743558098606,15.997114915885584,0.6153846153846153,0.9594866257711435,0.6126748711124104
improved,0.5,18,12008,13976,0.4050402787978861,0.125,0.04178814372182016,3.0435170926180755,0.0,0.6104729863466911,0.3868434045524888
original,0.5,19,12008,120502,0.04126212618463501,0.225,0.03377800090500357,12.47872313262572,0.6153846153846153,0.9464136473453291,0.5947880851056349
improved,0.5,19,12008,16763,0.4049336949903089,0.225,0.035873902821541154,2.704182369535999,0.0,0.5907562052626546,0.3781635026606288
original,0.5,20,12008,117454,0.040303833878166995,0.13333333333333333,0.018219432333686787,16.213661287177498,0.6153846153846153,0.9637338834679559,0.6278885838759225
