eps,convert_ratio,oversample,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
1.5,1.0,1.1,9.0,0.17050847544546605,0.8636363636363636,0.0010028586072313508,1.4189821824018414,0.1818181818181818,0.2220937426811514,0.0500379204795025
1.5,1.0,1.2,0.0,0.18659442788590225,0.9090909090909091,0.001444478314964985,1.4059365921020233,0.0,0.19949242387432892,0.05834912910613839
1.5,1.0,1.2,1.0,0.16290007958854766,0.8181818181818182,0.001458534542647097,1.1748382061422258,0.2727272727272727,0.10798735673718228,0.17682663263977247
1.5,1.0,1.2,2.0,0.17378022446531413,0.7727272727272727,0.00120973742963875,0.9999651938508191,0.1818181818181818,0.018596994467479352,0.3188325735499814
1.5,1.0,1.2,3.0,0.14472768986110823,0.9545454545454546,0.0016966769321481924,1.5095362379238706,0.2727272727272727,0.02838678685789747,0.07884057892101651
1.5,1.0,1.2,4.0,0.15267585669207354,0.7727272727272727,0.0016268130262991779,1.2202821073302292,0.2727272727272727,0.201407153219425,0.053862725039512435
1.5,1.0,1.2,5.0,0.1423209206671098,0.5909090909090909,0.009148463356149283,1.50348804849457,0.2727272727272727,0.13934050675720977,0.03584471740099772
1.5,1.0,1.2,6.0,0.20243469619881974,0.8181818181818182,0.0011775725874882024,1.7741958136691172,0.4545454545454545,0.10630892637082552,0.1240434673597293
1.5,1.0,1.2,7.0,0.18874574223880655,0.8636363636363636,0.0022512011461038265,1.2502218294738383,0.3636363636363636,0.07656088501840362,0.09672788956610569
1.5,1.0,1.2,8.0,0.12393269694682976,0.7727272727272727,0.002199302654746585,1.2931691985074598,0.4545454545454545,0.12872993951059739,0.0023045438153423657
1.5,1.0,1.2,9.0,0.16945835193146871,0.7272727272727273,0.0012491669662929722,1.0900038966721595,0.3636363636363636,0.19934802653993924,0.020618880132953498
1.5,1.0,1.3,0.0,0.1699926298466157,0.7272727272727273,0.0014965542983609215,1.2371003113861518,0.3636363636363636,0.2370590139343643,0.026801092624021982
1.5,1.0,1.3,1.0,0.15587542190882772,0.5909090909090909,0.005945513683240033,1.5276715502583111,0.2727272727272727,0.17640932032504308,0.0451613063088089
1.5,1.0,1.3,2.0,0.13559744235605561,0.0,0.017081460550243552,2.2445141703029665,0.4545454545454545,0.06287688046350967,0.08596915440005104
1.5,1.0,1.3,3.0,0.15048939978068387,0.7727272727272727,0.001814428438515817,1.2431719190191552,0.4545454545454545,0.16242959935272017,0.08558637609460736
1.5,1.0,1.3,4.0,0.15725639370532218,0.8181818181818182,0.0013770381849587253,1.1603520190329295,0.2727272727272727,0.030606372174758197,0.1943950986994254
1.5,1.0,1.3,5.0,0.1897166459441162,0.9545454545454546,0.0009726105102987281,1.4237016303660024,0.3636363636363636,0.11147795734015493,0.10601975915380846
1.5,1.0,1.3,6.0,0.16098333566421147,0.7727272727272727,0.0013258356771755316,1.6255675645612153,0.0,0.03302642046697037,0.08049012444795961
